,store,address,phone
390,북평점,강원도 동해시  대동로 131(북평동),033-521-6321
391,분당동점,경기도 성남시분당구 수내로 201,None
392,분평동점,충청북도 청주시서원구 청남로 2005번길 27,043-285-2929
393,불광동점,서울특별시 은평구 불광로 192,02-353-3431
394,불노지구점,"인천광역시 서구 검단로 842, 중앙상가동 1층 153호",032-562-5452
395,불당점,충청남도 천안시서북구 불당5길 23,041-556-8892
396,비래가양점,대전광역시 동구 가양2동  31-5 1층,None
397,비산1동점,"경기도 안양시동안구 경수대로 946, 111호 (비산동, 대광로제비앙)",031-388-5414
398,비산삼호점,경기도 안양시동안구 동안로 259,031-388-9672
399,비산B점,대구광역시 서구 통학로48길 35,None
400,비인점,충청남도 서천군 비인면 비인로 158-1,041-952-6231
401,사당4점,서울특별시 동작구 동작대로7길 34,None
402,사동2점,"경기도 안산시상록구 감골로 43(사동, 102호)",031-416-2992
403,사동리점,경기도 이천시 대월면 사동로 162,031-637-7770
404,사동점,경기도 안산시상록구 후곡4길 25,031-408-0411
405,사북점,강원도 정선군  사북읍 사북중앙로 13,033-592-3686
406,사우동점,강원도 춘천시 영서로 2818(사농동),033-251-9794
407,사우지구점,경기도 김포시 김포대로926번 131,031-998-7557
408,사창동점,충청북도 청주시서원구 1순환로 698(사창동),043-265-0338
409,사창리점,강원도 화천군  사내면 사내로 47-1,033-441-4603
410,산본13점,"경기도 군포시 고산로677번길 12 우성상가A동 8,9호",None
411,산본3점,"경기도 군포시 광정로 25-16. 103호(금정동,퇴계종합상가)",031-397-1980
412,산본9점,"경기도 군포시 수리산로203번 34 , 1층(산본동)",031-393-0861
413,산북점,경기도 여주시 산북면 상품로 99,031-884-9266
414,산성점,대전광역시 중구 보문산로 78,042-583-6881
415,삼광점,강원도 원주시 행구로 107,033-746-9829
416,삼동점,경기도 광주시 순암로 509(삼동),031-797-3044
417,삼방점,경상남도 김해시 삼안로235번길 14(삼방동668-17),055-332-5921
418,삼산점,인천광역시 부평구 후정동로 15,032-511-0882
419,삼성동점,"서울특별시 강남구 영동대로112길 61, 1층(삼성동)",02-515-4097
420,삼성마을점,"경기도 군포시 삼성로 6, 1층 108호 (부곡동, 웅신프라자)",031-461-2692
421,삼송점,경기도 고양시덕양구 삼송로193번길 29   1층,02-381-1552
422,삼양동점,서울특별시 강북구 솔매로 39 (미아동),02-984-3325
423,삼환대우점,"인천광역시 연수구 원인재로 124, 상가동 1층 116호",032-815-9933
424,삽교점,충청남도 예산군 삽교읍 삽교로2길 2,041-338-7193
425,상갈점,경기도 용인시기흥구 금화로108번길 7,None
426,상계역점,"서울특별시 노원구 상계로23다길 4, 102호(상계동)",02-938-9888
427,상대원1점,경기도 성남시중원구 박석로62번길 1(상대원동),031-733-3141
428,상도4동점,서울특별시 동작구 양녕로26길 28 1층,02-813-2651
429,상도점,"서울특별시 동작구 만양로 11, 1층 101호 (상도동)",02-826-7374
430,상동점,전라북도 정읍시 충정로 37,063-535-9889
431,상동현대점,경기도 부천시원미구 조마루로85번길 9,032-325-9533
432,상리점,경기도 여주시 청심로 232(상동),031-885-2512
433,상무세정점,광주광역시 서구 상무화원로31번 18,None
434,상봉동점,"서울특별시 중랑구 봉우재로 161, 1층 (상봉동)",02-434-1563
435,상인점,대구광역시 달서구 상화북로 137,053-633-9977
436,상일동점,"서울특별시 강동구 상일로 29-1, 1층(상일동)",02-428-1306
437,상현점,경기도 용인시수지구 만현로 110,031-276-5511
438,새마을점,경기도 안양시만안구 병목안로 119,031-443-3787
439,샘머리점,대전광역시 서구 청사로 281 상록스토아 306,042-488-2592
440,서3점,부산광역시 금정구 금사로 11-1(서동),051-526-4193
441,서귀동문점,제주특별자치도 서귀포시 서문로29번길 18,064-733-5592
442,서남점,대구광역시 달서구 당산로41길 69,053-556-7383
443,서둔탑동평동점,경기도 수원시권선구 서둔로 197-1,None
444,서면점(충남),세종특별자치시  연서면 당산로 286 대원네스트빌@상가101,044-863-8292
445,서문동점,충청북도 청주시상당구  남사로89번길32,043-252-1700
446,서부점,경상남도 창원시진해구  충장로 100,055-545-9282
447,서산1점,충청남도 서산시 동헌로 129,041-664-1596
448,서산부영점,충청남도 서산시 성암1로 56,041-681-6661
449,서산삼성점,충청남도 서산시 서령로 137,041-664-7072
450,서상점,경상남도 함양군 서상면 서상로 290-2,055-963-0033
451,서석점,강원도 홍천군  서석면 구룡령로 2525,033-433-2777
452,서울온천점,"서울특별시 노원구 노원로16길 15, 상가동 1층 104호 (하계동,중계9단지상가)",02-976-7030
453,서울외대점,"서울특별시 동대문구 천장산로 3, 1층 좌측 (이문동)",02-959-9295
454,서울지사,서울특별시 금천구 시흥동 985-14,02-2200-2540
455,서정점,경기도 평택시 송탄로 183,None
456,서창점,인천광역시 남동구 운연천로  7,032-473-8252
457,서천점,충청남도 서천군 서천읍 서천로 117,None
458,서천점(용인),"경기도 용인시기흥구 예현로35번길  6 서천동,1층",031-273-2333
459,서초동점,서울특별시 서초구 효령로 424,02-523-8889
460,서현점,경기도 성남시분당구 불정로376번길 31,None
461,석관동점,"서울특별시 성북구 돌곶이로22길 50, 1층(석관동)",02-968-1645
462,석림점,충청남도 서산시 석림3로 25,041-681-3005
463,석문점,충청남도 당진시 석문면 통정3안길 8-15,041-353-8333
464,석사점,"강원도 춘천시 공지로252번길 4, 1층(효자동)",033-253-8422
465,석산점,경상남도 양산시 동면 금오12길4-11,055-387-9293
466,석적점,경상북도 칠곡군 석적읍 북중리 11길 28,054-977-3999
467,석촌점,"서울특별시 송파구 송파대로37길 26, 101호 (석촌동)",02-424-9245
468,석포점,경기도 화성시 장안면 버들로 1199,031-352-5713
469,선부3점,"경기도 안산시단원구 달미로 85-1, 104호",031-414-1936
470,선수촌점,서울특별시 송파구 올림픽로4길 17,02-418-2320
471,선유점,경기도 파주시 문산읍 독서울1길 39 휴먼시아상가 106,031-953-9248
472,선화점,대전광역시 중구 대전천서로 503,042-254-5484
473,설봉점,경기도 이천시 향교로 106(창전동),031-637-8610
474,설성점,경기도 이천시 설성면 설장로 13,031-642-0303
475,설악동점,강원도 속초시 청봉로 185,033-636-8316
476,설악면점,경기도 가평군 설악면 신천중앙로 131,031-584-5592
477,성거점,충청남도 천안시서북구 성거읍 성거길 90,None
478,성남점,경기도 성남시중원구 성남대로 1151,031-754-2367
479,성남점(울산),울산광역시 중구 새즈믄해거리 19 (성남동2층),052-211-3929
480,성내동점,서울특별시 강동구 성안로3길 102(성내동),02-478-0092
481,성당점,대구광역시 달서구 장기로26길 51,053-629-5088
482,성대1점,경기도 수원시장안구 율전로85번길 15(율전동),None
483,성대2점,"경기도 수원시장안구 서부로2197번 36-1, 1층",031-207-9292
484,성산점,제주특별자치도 서귀포시 성산읍 성산중앙로 38,064-782-4740
485,성서점,대구광역시 달서구 성서서로 316,053-584-0067
486,성석점,경기도 고양시일산동구 고봉로 616(성석동),031-975-9279
487,성정2점,충청남도 천안시서북구 서부12길 14,041-575-3161
488,성정점,충청남도 천안시서북구 성정로 75,041-575-9282
489,성주점(경북),경상북도 성주군 월항면  주산로 397,054-932-9448
490,성환점,충청남도 천안시서북구 성환읍 성환중앙로 49,None
491,세검정점,서울특별시 종로구 평창문화로 28-1(평창동),02-391-0113
492,세곡점,서울특별시 강남구 밤고개로34길  (세곡동 1층 16),02-2226-9255
493,세류점,경기도 수원시권선구 정조로 558(세류동),031-233-9621
494,세종청사점,"세종특별자치시  갈매로 479, 101호(어진동, 상가동지하1층)",044-864-9249
495,센트럴파크점,인천광역시 연수구 컨벤시아대로 50,032-833-1919
496,소래점,인천광역시 남동구 청능대로 718 9,032-441-0151
497,소양로점,강원도 춘천시 중앙로 126 (소양로4가),033-253-8281
498,소촌점,광주광역시 광산구 어등대로665번 27,062-945-4792
499,속리산점,충청북도 보은군 속리산면 사내6길 5-3,043-543-0488
500,송강그린점,대전광역시 유성구 와룡로 21,None
501,송강마을점,대전광역시 유성구 구즉로58번길 12(송강동),042-935-4554
502,송내1점,경기도 부천시소사구 경인로120번길 송내동 457-1,032-665-4976
503,송내점,경기도 동두천시 거북마루로 24,031-864-9292
504,송도신도시점,"인천광역시 연수구 해돋이로6번길 33, 한진해모로상가 105호",032-858-9233
505,송도점(인천),인천광역시 연수구 비류대로 216 1층4호,None
506,송도점(포항),경상북도 포항시남구 송림로 47-1,054-248-2700
507,송림점,인천광역시 동구 샛골로161번길 25,032-763-8059
508,송산점,충청남도 당진시 송산면 송산로 809,041-358-9399
509,송악점,충청남도 아산시 송악면 송악로 813,041-543-3393
510,송우리점,경기도 포천시 소흘읍 송우리730-16,031-542-9293
511,송정점,"강원도 동해시 동해항2길 5, 7/2(송정동)",033-522-4651
512,송지호점,강원도 고성군 죽왕면 동해대로 5902,033-632-0020
513,송천점,전라북도 전주시덕진구 솔내로 111(송천동1가),063-274-0607
514,송촌점,대전광역시 대덕구 동춘당로23번길 104,042-633-9009
515,송현점,대구광역시 달서구 월배로74길 24,053-652-8906
516,수곡동점,충청북도 청주시서원구 청남로 2092-1(수곡동),043-283-6964
517,수리산역점,"경기도 군포시 번영로 403, 211(산본동, 가야주공)",031-392-5354
518,수림점,인천광역시 남동구 주안로237번길 1,032-432-7374
519,수성점,대구광역시 수성구 달구벌대로458 26,None
520,수안보점,충청북도 충주시 수안보면 장터2길 20-7,043-846-8954
521,수완점,광주광역시 광산구 수완로9번길 38,062-952-7792
522,수원지사, ,"
"
523,수유점,"서울특별시 강북구 노해로11길 42, 1층(수유동)",02-908-8165
524,수진점,"경기도 성남시수정구 제일로124번길 8, 1층 (수진동)",None
525,순흥점,경상북도 영주시 순흥면 읍내리 315-1,054-632-4555
526,시화3점,경기도 시흥시 정왕대로53번길 29,031-432-1113
527,시화5점,경기도 시흥시 역전로 427 세종상가 104,031-431-8585
528,시화6점,경기도 시흥시 중심상가로 132 청솔아파트 상가 104호,031-497-2883
529,시화7점,"경기도 시흥시 정왕신길로49번 37,109(서해APT상가)",031-431-7979
530,시화지구점,경기도 시흥시 봉우재로7번길 20,031-499-1212
531,시흥사거리점,서울특별시 금천구 시흥대로57길 41 1층,None
532,시흥현대점,"서울특별시 금천구 독산로36길 8, 지하1층 (시흥동)",02-809-9892
533,신공덕점,"서울특별시 마포구 만리재옛길 20(신공덕동, 1층)",02-703-4456
534,신공항점,"인천광역시 중구 영종대로27번길 41, 상가동 103호",032-746-0311
535,신관점,충청남도 공주시 공주대학로 9-1,041-856-7775
536,신구로점,서울특별시 구로구 구로중앙로 28다길21,02-861-4747
537,신길2점,서울특별시 영등포구 영등포로86길 12 (신길동),None
538,신내동점,"서울특별시 중랑구 봉화산로 236(신내동, 102호)",02-432-5355
539,신대방역점,서울특별시 관악구 남부순환로 143길 20,None
540,신대점,대전광역시 대덕구 신탄진로 213,042-625-8332
541,신둔점,경기도 이천시 신둔면 경충대로 3172,031-632-7228
542,신례원점,충청남도 예산군 예산읍 창말로 8,041-334-2022
543,신림2점,서울특별시 관악구 대학길 70,02-876-4811
544,신림점(원주),강원도 원주시 신림면 신림황둔로 4,033-762-0953
545,신림현대점,"서울특별시 관악구 신림로 122, 1층 (신림동)",02-889-9990
546,신반점,경상남도 의령군 부림면 신번로 164,055-574-6551
547,신부점,충청남도 천안시동남구 터미널5길 14,041-556-8588
548,신불당점,충청남도 천안시서북구 불당19로 95,041-569-9297
549,신사동점,"서울특별시 은평구 갈현로3길 33-8, 1층 (신사동)",02-385-5355
550,신선점,부산광역시 영도구 하나길 614,051-417-9987
551,신설동점,서울특별시 종로구 숭인동길 53-4,02-924-3936
552,신성점,대전광역시 유성구 신선로72번길 30,042-861-6881
553,신수동점,"서울특별시 마포구 토정로 240, 상가동 101호 (신수동, 신수현대아파트)",02-713-1888
554,신수리점,강원도 철원군  서면 자등로 595,033-458-5599
555,신시가지점,제주특별자치도 서귀포시 김정문화로 66(삼주연립주택),064-739-6949
556,신양점,충청남도 예산군 신양면 청신로 364,041-333-9288
557,신영통점,경기도 수원시영통구 영통로90번길 4-9(망포동485-3),031-206-2266
558,신원당점,경기도 고양시덕양구 고양대로1384 7-24 동문상가 1층 ,031-969-0909
559,신월4점,서울특별시 양천구 월정로 60 (신월동),None
560,신월7점,서울특별시 양천구 지양로7길 9,02-2604-7978
561,신월성점, ,053-566-3618
562,신정1점,"서울특별시 양천구 중앙로32길 55, 1층 101호 (신정동)",02-2648-7295
563,신정2점,"서울특별시 양천구 신목로2길 11, 1층 103호 (신정동,청구아파트상가)",02-2654-9200
564,신제주점,제주특별자치도 제주시  신대로124(연동),None
565,신창부영점,광주광역시 광산구 신창로71번길 33,062-959-9229
566,신창점,충청남도 아산시 신창면 서부남로 868,041-542-9998
567,신천은행점,경기도 시흥시 수인로3325번 15-4,031-311-7748
568,신천점,대구광역시 동구 송라로12길 31,None
569,신탄3점,대전광역시 대덕구 신탄진북로 32,042-931-0826
570,신태인점,전라북도 정읍시 신태인읍 신태인중앙로 7-1,063-571-1170
571,신풍시장점,서울특별시 영등포구 가마산로61길 3-1,02-848-6433
572,신항점,충청남도 태안군 근흥면 신진부두길 82,041-675-1349
573,신화명점,부산광역시 북구 화명동 산성로12번길 69,051-365-9990
574,신흥2점,"경기도 성남시수정구 수정남로 101-1, 1층(신흥동)",031-747-5535
575,심곡5점,경기도 부천시원미구 부천로103번길 17,032-652-2452
576,심곡본1점,"경기도 부천시소사구 성주로 159(심곡본동,1층)",None
577,심곡점,인천광역시 서구 심곡로 170 상가동 1층 103호,032-561-2537
578,십정점,인천광역시 부평구 배곶남로 18,032-424-5775
579,쌍촌시영점,광주광역시 서구 쌍촌로 37,062-375-2365
580,아동점,"경기도 파주시 경의로 1821, 1층101호",None
581,아라점,"제주특별자치도 제주시 인다12길 1 1층, 106호",064-702-9978
582,아산풍기점,충청남도 아산시 어의정로 184,041-541-9991
583,아중점,전라북도 전주시덕진구 인후동1가 880-5,063-242-9994
584,아진천곡달천점,울산광역시 북구 달천로 103-19(달천아이파크 2차상가 100동 B109호),052-297-9963
585,안강점,경상북도 경주시 안강읍 비화원로 117,054-761-2884
586,안계점,경상북도 의성군 안계면 서부로 1844,054-861-9991
587,안녕송산점,경기도 화성시 용주로 25 1층 일부호(안녕동),031-238-7789
588,안산3점,경기도 안산시단원구 예술대학로 107 상가104호,None
589,안산상록수점,경기도 안산시상록구 본삼로 17 1층 103호,031-407-2202
590,안산이동점,"경기도 안산시상록구 도매시장로 34-1, 102호",031-418-7911
591,안산일동점,경기도 안산시상록구 호동로 81(일동),None
592,안산효자점,경기도 안산시단원구 선부광장서로1길 15 효자상가103호,031-401-1417
593,안서점,충청남도 천안시동남구 중암1길 17,041-555-7333
594,안성2점,경기도 안성시 개내교1길 4,031-675-7680
595,안양5동점,경기도 안양시만안구 현충로28번길 45,031-442-9292
596,안의점,경상남도 함양군 안의면 강변로 321,None
597,안중점,경기도 평택시 안중읍 안현로서7길 16,031-682-9915
598,안흥점,강원도 횡성군 안흥면 안흥로 37-1,033-342-4018
599,암사2점,"서울특별시 강동구 구천면로 337, 1층 (암사동)",02-429-6692
600,암사역점,서울특별시 강동구 상암로11길 5 (암사동),02-442-9200
601,앙성점,충청북도 충주시 앙성면 가곡로 1033-1,043-855-0561
602,애월점,제주특별자치도 제주시 애월로 117,064-799-4482
603,야탑점,"경기도 성남시분당구 야탑로139번길 18-3 (야탑동,1층)",031-705-4999
604,약대점,경기도 부천시오정구 평천로 746,032-671-5823
605,약목점,경상북도 칠곡군 약목면 약목로 94-2(2층 건물내 1층),054-974-5074
606,약수역점,서울특별시 중구 다산로28길 22 1층,02-2238-4554
607,양곡1점,경기도 김포시 양촌읍 양곡2로60번길 53 101호,031-996-0729
608,양덕원점,강원도 홍천군  남면 시동로 4,033-432-3979
609,양덕합성점,경상남도 창원시마산회원구 합성옛길97 ,055-256-9930
610,양동점,경기도 양평군 양동면 양동시장길 6-5,031-771-9945
611,양문점,경기도 포천시 영중면 양문로 98-1,031-534-3849
612,양벌점,경기도 광주시 오포읍 양벌로 216-1,031-766-1204
613,양수리점,경기도 양평군 양서면 양수로150번길 9-2,031-772-6419
614,양재점,서울특별시 서초구 남부순환로356길 33 광성빌딩 1층,02-574-8631
615,양정염포점,울산광역시 북구 염포로 591-1(양정동),052-288-8019
616,양주백석점,경기도 양주시 백석읍 양주산성로 564-1 1층,None
617,양평옥천점,"경기도 양평군 옥천면 북부길9번길, 5",031-774-0340
618,양평용문점,경기도 양평군 용문면 용문역길 7,031-772-4787
619,양평점,경기도 양평군 양평읍 중앙로167번길 62,031-771-2213
620,양학점,경상북도 포항시북구 양학로32번길 9-1,054-274-9995
621,어양점,전라북도 익산시 고봉로18길 107(어양동),063-831-7804
622,언양점,울산광역시 울주군 언양읍 읍성로 40,052-263-1305
623,엄사금암점,충청남도 계룡시 엄사면 번영2길 4-41 101호,042-841-6007
624,엄정점,충청북도 충주시 엄정면 내창로 205,043-852-2919
625,에코점,인천광역시 남동구 앵고개로815번 19,032-437-3006
626,여월점,경기도 부천시오정구 삼작로302번길 21-3,032-678-9292
627,여의도점,"서울특별시 영등포구 63로 45, 2,3,4동 1층 117호 (여의도동, 여의도시",None
628,여주점,경기도 여주시 여흥로 97,None
629,역곡1점,경기도 부천시원미구 역곡로 61 (역곡동),032-345-4908
630,연남동점,서울특별시 마포구 연남로 41(연남동),02-323-3823
631,연동점,제주특별자치도 제주시 연동1길 10,064-747-4700
632,연무대점,충청남도 논산시 연무읍 안심로 127,041-742-0946
633,연봉점,강원도 홍천군  홍천읍 무궁화로 88,033-433-7266
634,연성점,"경기도 시흥시 인선길 100, 107호(장곡동, 연성프라자)",031-317-6977
635,연수3점,"인천광역시 연수구 함박뫼로 100, 107호",032-813-0391
636,연수6점,"인천광역시 연수구 샘말로 106-7(연수동, 1층 일부)",032-816-6675
637,연수동점,충청북도 충주시 연원로 28(연수동),043-848-3667
638,연수주공점,"인천광역시 연수구 원인재로 315, 103호",032-811-5544
639,연지점,경기도 안성시 혜산로 14-1,031-674-9992
640,연천점,경기도 연천군 연천읍 연천로 262,031-834-3010
641,연풍점,경기도 파주시 파주읍 술이홀로 449,031-953-9289
642,연풍점(충북),충청북도 괴산군 연풍면 향교로 28,043-833-5227
643,염창동점,"서울특별시 강서구 공항대로71길  54, 105호(염창동,태진한솔상가)",None
644,영광점,전라남도 영광군 영광읍 중앙로 115,061-352-1788
645,영덕점,경상북도 영덕군 영덕읍 중앙길 120-3,None
646,영동아파트점,"서울특별시 강남구 역삼로64길 11, 1층(대치동)",02-562-1296
647,영등포점,"서울특별시 영등포구 양산로 137, 1층(당산동3가)",02-2672-1454
648,영산점,경상남도 창녕군 영산면 서리상촌길 321,055-536-9289
649,영어마을점,제주특별자치도 서귀포시 대정읍 보성리 2476,064-792-7927
650,영오점,경상남도 고성군 영오면 영회로 514,055-672-9310
651,영운동점,충청북도 청주시상당구 영운로 34-1(영운동),None
652,영월삼호점,"강원도 영월군 영월읍 단종로 88, 102호 삼호상가",None
653,영월점,강원도 영월군 영월읍 은행나무길 19,033-374-4796
654,영주지사, ,"
"
655,영주풍기점,경상북도 영주시 풍기읍 풍기로 49-1,054-636-5915
656,영천시장점,서울특별시 서대문구 통일로 175,02-312-1719
657,영통2점,경기도 수원시영통구 영통로 498 상가동 106호,None
658,예산1점,충청남도 예산군 예산읍 천변로 179,041-332-2512
659,예산2점,충청남도 예산군 예산읍 역전로 70,041-332-6376
660,예천점,경상북도 예천군 예천읍 남본리 222-2,None
661,오류1점,"서울특별시 구로구 고척로1길 5, 1층 (오류동)",02-2613-8781
662,오목천점,경기도 수원시권선구 삼천병마로 1592번길 3(오목천동),031-293-9003
663,오산1점,경기도 오산시 오산로 190번 24,031-375-2300
664,오산2점,경기도 오산시 오산로 226번 18(원동),None
665,오성점,경기도 평택시 오성면 숙성시장길 36,031-681-4076
666,오송점,충청북도 청주시흥덕구 오송읍 연제길3 주건축물제1동 1층,043-235-9285
667,오정점,"경기도 부천시오정구 오정로 244번 45, (오정동,1층)",032-679-1684
668,오정초교점,경기도 부천시오정구 소사로794번길 59,None
669,오창점,충청북도 청주시청원구 주성2길 25-2,043-212-9277
670,오천원동점,경상북도 포항시남구 오천읍 냉천로302번길 51,054-292-8199
671,오포점,경기도 광주시 오포읍 오포로 886-1,031-765-9203
672,오학점,"경기도 여주시 현암2길  28-11, 1층8호(현암동, 삼진아파트)",031-885-8383
673,옥산점,경상북도 경산시 성암로10길 2-12(옥산동),053-813-1396
674,옥수동점,"서울특별시 성동구 독서당로39길 48, 1층 (옥수동)",02-2297-9998
675,옥정점,"경기도 양주시 옥정동로5다길 12, 1층(옥정동)",031-842-5592
676,옥천점(충북),충청북도 옥천군 옥천읍 금장로 53,043-731-5574
677,옥포1점,"경상남도 거제시 옥포로 282, 104동지하층101호",None
678,온수리점,인천광역시 강화군 길상면 강화동로 8-1,032-937-6270
679,온양1점,충청남도 아산시 충무로94번길 9,041-545-8178
680,와룡점,대구광역시 달서구 이곡동로 32,None
681,와수리점,강원도 철원군  서면 와수로 168-1,033-458-4898
682,왕십리점,서울특별시 성동구 무학봉15길 23,02-2293-8310
683,왜관점,경상북도 칠곡군 왜관읍 구상길 180-1 삼성A104,054-973-3637
684,외도점,제주특별자치도 제주시 우정로16길 31,064-712-5922
685,외동모화점,경상북도 경주시 외동읍 모화공단길14-2,054-772-7972
686,용강점,경상북도 경주시 승삼1길 6-10,None
687,용담점,"제주특별자치도 제주시 욤담로 94, 1층",None
688,용산점,"충청북도 충주시 금붕9길 3, 106호(용산동)",043-847-9942
689,용연점,충청남도 아산시 배방읍 용연로 36,041-533-9982
690,용운점,대전광역시 동구 용운로 144,042-284-7553
691,용원점,경상남도 창원시진해구 용재로29번길 5-17,055-552-0543
692,용이점,경기도 평택시 현신1길 33-5,031-691-9988
693,용인구성점,경기도 용인시기흥구 구성로 176(언남동),031-284-0848
694,용인시청점,경기도 용인시처인구 중부대로 1142-1,031-338-6641
695,용전점,대전광역시 대덕구 홍도로 114번길 1,042-622-9955
696,용현1호점,인천광역시 미추홀구 인주대로174번 36,None
697,용현2호점,인천광역시 미추홀구 낙섬중로 11(용현동),032-885-4658
698,용현점,"경기도 의정부시 충의로57번길 7-3(용현동, 1층)",031-851-6464
699,용호점,부산광역시 남구 동명로145번길 90,None
700,용화점,충청남도 아산시 시민로258번길 3-21,041-546-0002
701,우만지동점,경기도 수원시팔달구 창룡대로150번 55(우만동),031-252-5731
702,우산동보점,강원도 원주시 진광길 30(우산동),033-744-9028
703,우암점,충청북도 청주시청원구 향군로 20(우암동),043-257-2722
704,우창점,경상북도 포항시북구 아치로 15,054-248-3618
705,우천점,강원도 횡성군 우천면 수남로 333,033-343-9141
706,운남삼성점,광주광역시 광산구 임방울대로 142-12,062-953-2624
707,운정1점,"경기도 파주시 미래로 603, 상가동 203호(목동동)",031-948-9200
708,운정2점,"경기도 파주시 동패로 115, 상가동 122호",031-942-9245
709,운천점,경기도 포천시 영북면 운천로 10,031-533-7833
710,울산신정1점,울산광역시 남구 봉월로164번길 4,052-275-1288
711,울진점,경상북도 울진군 울진읍 울진중앙로 50,054-782-7979
712,원곡동점,"경기도 안산시단원구 원선로 55, 104호(원곡동)",031-411-5291
713,원당지구점,"인천광역시 서구 원당대로 866, 103호",032-567-3689
714,원동일산점,"강원도 원주시 무실로 96, 1층 (일산동)",033-743-2581
715,원북점,충청남도 태안군 원북면 원이로 837,041-675-3231
716,원앙마을점,충청남도 천안시동남구 목천읍 삼성5길 46,041-562-0033
717,원종3점,경기도 부천시오정구 원종로 7,032-678-7275
718,원주지사,테스트 테스트구 테스트점 23-123,033-747-2691
719,원천점,경기도 수원시영통구 동탄원천로110 42,031-213-9292
720,원통점,강원도 인제군  북면 금강로 46,033-461-1919
721,월계삼호점,서울특별시 노원구 마들로 127 삼호4차 상가,02-975-3535
722,월곡2점,서울특별시 성북구 월곡로 112,02-913-5912
723,월봉점,충청남도 천안시서북구 월봉로 79,041-578-7782
724,월피주공점,"경기도 안산시상록구 예술광장1로 7, 주공상가 107호",031-414-4333
725,위미점,제주특별자치도 서귀포시 남원읍 위미중앙로 204,064-764-1181
726,유강점,경상북도 포항시남구 연일읍 유강길10번길 33-4,054-274-9979
727,유구점,충청남도 공주시 유구읍 중앙1길 88,041-841-0821
728,유림점,경상남도 함양군 유림면 천왕봉로 2867,055-963-9900
729,유성1점,대전광역시 유성구 계룡로60번길 60-2,None
730,유성2점,대전광역시 유성구 유성대로 745,None
731,유천2점,대전광역시 중구 계백로 1626-1,042-585-7789
732,유천점,대전광역시 중구 문화로 71-1,None
733,율도점,인천광역시 서구 새오개로 75,032-581-3355
734,율량점,충청북도 청주시청원구 공항로 114,043-211-2428
735,율암온천점,경기도 화성시 팔탄면 온천로 454,None
736,율하점,대구광역시 동구 율하동로12길 12(율하동),053-963-9292
737,으뜸점,광주광역시 서구 상무공원로 112 해광한신아파트상가 113호,062-371-8292
738,은빛점,경기도 고양시덕양구 화중로130번길 5-19,031-968-8295
739,은행나무점,서울특별시 금천구 탑골로 17,02-803-9721
740,은행점,경기도 성남시중원구 산성대로582번 14. 1층(은행동),None
741,은행택지점,"경기도 시흥시 은행로 107, 상가1동 1202호",031-312-2444
742,음봉점,충청남도 아산시 음봉면 산동안길 10,041-533-3151
743,음성점,충청북도 음성군 음성읍 시장로 95,043-873-7709
744,응암1점,서울특별시 은평구 응암로 247(응암동),02-353-6479
745,의당신한점,충청남도 공주시 의당면 연수원길 115-2 102호,041-858-9282
746,의정부지사, ,"
"
747,이대점,"서울특별시 마포구 숭문16길 6, 1층(염리동)",None
748,이동점,경기도 포천시 이동면 화동로 2105,031-532-8908
749,이매점,경기도 성남시분당구 이매로 54 이매촌분산상가 101호,031-704-9595
750,이수점,충청남도 천안시서북구 한들1로 58,041-569-9245
751,이원점,충청북도 옥천군 이원면 신흥1길 5,043-731-6646
752,이월점,충청북도 진천군 이월면 진광로 789-1,043-536-8898
753,이주단지점,충청남도 당진시 송악읍 신복운로6길 7(1층),041-358-8252
754,이천중앙점,경기도 이천시 서희로 37(중리동),None
755,이천현대점,경기도 이천시 부발읍 경충대로2110번길 14,031-636-8595
756,이포점,경기도 여주시 금사면 이포로 60,031-884-9279
757,이화동점,서울특별시 종로구 대학로 52(연건동),02-745-0233
758,인계점,경기도 수원시팔달구  권광로 317번길,None
759,인덕원점,"경기도 안양시동안구 흥안대로517번 49, 1층(관양동)",031-423-9999
760,인동점,경상북도 구미시 인동중앙로 3길 38-4,054-472-9288
761,인동점(대전),대전광역시 동구 충무로 229,042-271-2233
762,인월점,전라북도 남원시 인월면 인월장터로 9-1,063-636-2381
763,인제점,강원도 인제군  인제읍 비봉로 3,033-461-2510
764,인제현리점,강원도 인제군  기린면 기린로 19,033-461-5132
765,인창점,경기도 구리시 건원대로99번길 54,031-551-2291
766,인천남부점,"인천광역시 남동구 성리로35번길 20-1(구월동, 1층)",032-469-3221
767,인천남촌점,인천광역시 남동구 남촌동로 52-1,032-469-3113
768,인천지사, ,"
"
769,일도점,제주특별자치도 제주시 천수로 25-1,064-726-5592
770,일동점,경기도 포천시 일동면 화동로 1073,031-534-3700
771,일신점,인천광역시 부평구 일신로 11,032-501-4242
772,일원동점,"서울특별시 강남구 일원로3길 69, 1층 102호 (일원동)",02-451-9292
773,임계점,강원도 정선군  임계면 송계5길 5,033-562-3939
774,임광점,경기도 수원시영통구 권선로 792 (매탄동),031-234-3396
775,임천점,충청남도 부여군 임천면 성흥로 94-1,None
776,입암동점,강원도 강릉시 성덕포남로 89-10,033-651-3366
777,자양1점,"서울특별시 광진구 자양로13다길 47(자양동, 1층)",None
778,자양3점,서울특별시 광진구 뚝섬로 693,02-456-9276
779,자양점,대전광역시 동구 동대전로 228,042-626-7111
780,자유점,강원도 원주시 자유시장길 7,033-745-8552
